artista,oyentes,reproducciones,bio_resumen,pais
Toots & The Maytals,510523,7701403,"Originally called simply The Maytals, are considered legends of ska and reggae music. They are from Kingston, Jamaica. Their sound is a unique, original combination of gospel, ska, soul, reggae and rock. Frederick ""Toots"" Hibbert, the leader of the group, was born in May Pen in the Parish of Clarendon, Jamaica. He was the youngest of seven children. He grew up singing gospel music in a church choir, but moved to Kingston in 1961 at the age of sixteen. <a href=""https://www.last.fm/music/+noredirect/Toots+&+The+Maytals"">Read more on Last.fm</a>",
Easy Star All-Stars,408864,7681820,"The Easy Star All-Stars are a collective family of some of the finest reggae musicians in the New York area. The band features a rotating cast drawn from a talented pool of players, meaning that every show has its own nuances and its own life. The masterminds behind the All-Stars are Easy Star musical director Michael Goldwasser (a.k.a. Michael G), frequent production partner Victor Axelrod (a.k.a. Ticklah), and Easy Star execs Eric Smith and Lem Oppenheimer. <a href=""https://www.last.fm/music/Easy+Star+All-Stars"">Read more on Last.fm</a>",
Lennie Hibbert,23131,105207,"Leonard Aloysius Hibbert, popularly known as ""Lennie"", popularized the Vibes in Jamaica. He was born in Mavis Bank, Jamaica on November 12, 1928. His interest in music started at the early age of 2 when he devised a little drum from an empty pan. Later at the age of six the local Salvation Army allowed him to play on their drums. At the age of eight years he went to Alpha Boy's School and after some time joined the school band where he was placed on his 'old love', the drums. <a href=""https://www.last.fm/music/Lennie+Hibbert"">Read more on Last.fm</a>",
Edi Fitzroy,4695,20722,"Fitzroy Edwards (17 November 1955 – 4 March 2017), better known by his stage name Edi Fitzroy, was a Jamaican reggae singer, active from 1975 but best known for his work in the dancehall era.

Edwards was born in Chapelton, Clarendon Parish, Jamaica and attended Chapelton All-Age and Clarendon College. He was exposed to music from an early age via his father Vasco Edwards' sound system. After studying at the West Indies Commercial Institute, he <a href=""https://www.last.fm/music/Edi+Fitzroy"">Read more on Last.fm</a>",Jamaica
Dakidarria,4839,80562,biografia no encontrada,
Wyclef Jean,855690,9080055,"Wyclef Jean (born October 17, 1972 in Croix-des-Bouquets, Haïti) is an American rapper, producer, and member of the superstar hip hop trio The Fugees, known now for a series of high-profile hit singles.

Jean moved to Brooklyn, New York when he was nine, then to Northern New Jersey, where he began playing the guitar and studying jazz in his high school. In 1987, Jean, his friend (so close they told people they were cousins growing up) Prakazrel Michel (Pras) and his classmate <a href=""https://www.last.fm/music/Wyclef+Jean"">Read more on Last.fm</a>",United States
Michael Palmer,21186,95964,"This lastfm page has tracks by two different artists, both with the name Michael Palmer

1, Michael Palmer a London based film & television composer/artist
2, Michael Palmer, a Jamaican dancehall / reggare artist of the 1980's ( see below)

A household name in the early and mid 80's dancehall / reggae era (also known as Palmer Dog in his early years). Palmer's rich, honey-coated voice covers a lot of ground, from crisp, digitized Dancehall riddims to the smooth, laid-back Lovers Rock. <a href=""https://www.last.fm/music/Michael+Palmer"">Read more on Last.fm</a>",Jamaica
The Slackers,170404,4881368,"  One of New York's most notable ska bands, the Slackers formed in Brooklyn in 1991 and have played the world over many times since.  Their first release was an eponymous self-released album, distributed by Moon Records in 1993 on cassette. Their first real debut is ""Better Late Than Never"" on Moon Ska Records. Coming out in 1996, this album saw a movement to more traditional ska music, as opposed to their earlier two-tone and garage influences. It was produced by Victor Rice <a href=""https://www.last.fm/music/The+Slackers"">Read more on Last.fm</a>",
Ska-P,447901,19813102,"Ska-P is a Spanish ska punk group formed in Vallecas (a neighborhood of Madrid, Spain) in 1994. Most of their songs feature an infectious and energic vibe and feature lyrics about non-conformity, criticism of capitalism and racism, and their defense of equal justice, plus taking part in various multicultural, alternative and anti-globalization festivals. Their song ""Cannabis"", supporting and defending the legalization of said substance, launched them to certain popularity in Spain and parts of Mexico and South America. <a href=""https://www.last.fm/music/Ska-P"">Read more on Last.fm</a>",Spain
Cañaman,5400,52298,"Cañaman is one of Spain's most recognised Reggae bands with twelve years of experience at its back. More info - http://www.canaman.com <a href=""https://www.last.fm/music/+noredirect/Ca%C3%B1aman"">Read more on Last.fm</a>",
Winston McAnuff,23177,181111,"The son of a preacher, Winston was born in 1957, in the hills of Manchester parish, near Christiana, in Jamaica. His parents were very fond of music and it was only natural for him to sing in church. After his father died in 1971, Winston left his native home and moved to Kingston, where his sister was a teacher. In this new city environment, he became friend with Hugh Mundell, Earl Sixteen and Wayne Wade. Because he was sure of their talent, he went with them to their first auditions and even wrote some of their first songs <a href=""https://www.last.fm/music/Winston+McAnuff"">Read more on Last.fm</a>",
Cutty Ranks,131001,771966,"Cutty Ranks, born Philip Thomas in Jamaica in 1965, is a reggae and dancehall artist. His stage name stems from his sometime employment as a butcher.

At the age of 14, he began his career as a reggae artist on sound systems such as Gemini, Rebel Tone, and Papa Roots. Early on in his dee jaying career he was influenced by Josey Wales. He joined Killamanjaro where he worked alongside Early B, Super Cat, Puddy Roots, and Little Twitch. His prominence on sound systems evolved in the mid-to-late 1980s on SturMars and Metromedia <a href=""https://www.last.fm/music/Cutty+Ranks"">Read more on Last.fm</a>",
Norma Fraser,17759,83526,"Norma Fraser, St. Andrew, Jamaica, Western Indies. Fraser’s preliminary documenting was a duet with Lord Inventor documented in 1961. The debut launch from the program, ‘We IS GOING TO BE Lovers’/‘Arrive On Fairly Baby’, topped the Jamaican graph and maintained a substantial profile over summer and winter. In 1963, the music was released in the united kingdom through Island Information where it demonstrated a hit one of the Western Indian community. <a href=""https://www.last.fm/music/Norma+Fraser"">Read more on Last.fm</a>",India
Goldfinger,1157260,23332613,"1) Goldfinger are a ska punk band formed in 1993 and named after the James Bond film. They were founded in California by John Feldmann on vocals and guitar, Simon Williams on bass,  ""Dangerous"" Darrin Pfeiffer on drums, and Charlie Paulson on guitar. 

Before they were signed to a major label, they released an EP titled Richter. Many of the songs on Richter are demo versions of songs on their full length debut, Goldfinger, which was released in 1996. <a href=""https://www.last.fm/music/Goldfinger"">Read more on Last.fm</a>",
Begoña Bang-Matu,1046,9937," Begoña Bang-Matu [/ artist] is known for her work in a lot of groups, especially with  Malarians [/ artist], but also with  Potato [/ artist],  Skalariak [ / artist],  Ramiccia [/ artist],  Arpioni [/ artist],  Fermin Muguruza [/ artist],  Las Damas [/ artist] or even the Jamaican Laurel Aitken [/ artist], but his solo career has always enjoyed splendid health with his more jazzy side and his admiration for those singers of the 40s such as  Sarah Vaughn [/ artist] or  Byllie Holliday [/ artist] . <a href=""https://www.last.fm/music/Bego%C3%B1a+Bang-Matu"">Read more on Last.fm</a>",Jamaica
Andre Toussaint,22781,97841,"Haitian ex-patriot  André Toussaint moved to Nassau, Bahamas in the 1950s performing as a singer-guitarist for the tourist and lounge crowd. Featuring many of his own compositions along with many current calypsos of the day, Toussaint was fluent in French, Haitian Creole, Italian, and Spanish. He performed folk songs of Bahama, was an accomplished guitarist who worked with small orchestras until his death in 1981 and was considered to be one of the founding fathers of modern Bahamian music. <a href=""https://www.last.fm/music/Andre+Toussaint"">Read more on Last.fm</a>",
Ike Bennett & The Crystalites,10657,31276,biografia no encontrada,
Harry Belafonte,879360,6862767,"Harry Belafonte (born Harold George Bellanfanti Jr. in Harlem, NYC, on 1 March 1927; died 25 April 2023) was an American singer, activist, and actor. As arguably the most successful Caribbean-American pop star, he popularized Jamaican mento folk songs which was marketed as Trinbagonian Calypso musical style with an international audience in the 1950s. His breakthrough album Calypso, released in 1956, was the first million-selling LP by a single artist.  <a href=""https://www.last.fm/music/Harry+Belafonte"">Read more on Last.fm</a>",Jamaica
Los Pericos,239128,3632361,"In 1986 a group of friends who used to get together to play music, became LOS PERICOS, the first REGGAE Rock band in Argentina. 

Their first record, “LOS PERICOS” released in 1988 was the best selling album of the year, obtaining Triple Platinum Award for its 180 thousand units sold.

One year later, they recorded KING KONG, produced by Herbert Vianna (OS PARALAMAS DO SUCESSO). Immediately after, they launched Maxi ANFITREU, a vinyl disc that impacted because of its unique style. <a href=""https://www.last.fm/music/Los+Pericos"">Read more on Last.fm</a>",
Freddie McGregor,198370,1263713,"Freddie McGregor was born on June 27, 1956 in Clarendon, Jamaica. He is a singer, musician and producer.

McGregor's career began at the age of seven. In 1963 he joined with Ernest Wilson and Peter Austin to form The Clarendonians, and began to record for the legendary Studio One label. Freddie worked with producer Niney The Observer during the late 1970s and early 1980s.

His popularity soared in the early 1980s with the release of ""Bobby Bobylon"". <a href=""https://www.last.fm/music/Freddie+McGregor"">Read more on Last.fm</a>",
Tijuana No!,41938,325593,"Tijuana No! is a Ska, Rock/Punk Mexican band, from Tijuana BC, México. It was characterized by the social critic in its lyrics, where they also showed their support to the EZLN, and made reference in his songs to racial, international and governmental problems, mainly to the immigration policies in the state of California. In its early stages they had the participation of Mexican singer Julieta Venegas. Luis Güereña, lead singer, died in 2004 due to a heart attack. <a href=""https://www.last.fm/music/+noredirect/Tijuana+No%21"">Read more on Last.fm</a>",Mexico
